image,item_id,Question,Final Answer,Reasoning,Option a,Option b,Option c,Option d,Language,Question Level,Domain,Subject Domain
gujarati/596.jpg,596,"આ આકૃતિ પરથી જણાવો કે નીચે આપેલ નિવેદન સાચું છે કે ખોટું: નિવેદન: આપેલ આકૃતિમાં, સામાન્ય માલનો ભાવ લંબ અક્ષ પર અને માંગ તથા પુરવઠાની માત્રા આડ અક્ષ પર માપવામાં આવે છે. શરૂઆતમાં, સમતોલ ભાવ OP અને સમતોલ માત્રા OQ છે. પરંતુ પ્રશ્નમાં આપ્યા મુજબ જ્યારે ગ્રાહકની આવક વધે છે ત્યારે સામાન્ય માલની માંગ વધે છે, જેના કારણે માંગ વક્ર જમણી બાજુએ DD થી D₁D₁ ખસે છે. નવા માંગ વક્ર D₁D₁ સાથે, પ્રારંભિક ભાવ OP પર વધારાની માંગ થાય છે કારણ કે ભાવ OP પર માંગ PB છે અને પુરવઠો PA છે; તેથી ભાવ OP પર AB ની વધારાની માંગ છે.",ખ,વિકલ્પ   a : ખોટું।   વિકલ્પ   b : સાચું।   વિકલ્પ   c : આમાંથી કોઈ નહીં।   વિકલ્પ   d : કંઈ નહીં।,ખોટું,સાચું,આમાંથી કોઈ નહીં,કંઈ નહીં,gujarati,,,
tamil/596.jpg,596,"இந்த படத்திலிருந்து கீழே கொடுக்கப்பட்டுள்ள கூற்று உண்மையா பொய்யா என்பதை கூறுக: கூற்று: கொடுக்கப்பட்டுள்ள படத்தில், சாதாரண பொருட்களின் விலை செங்குத்து அச்சில் மற்றும் கேள்வி மற்றும் வழங்கல் அளவு கிடைமட்ட அச்சில் அளக்கப்படுகிறது. ஆரம்பத்தில், சமநிலை விலை OP மற்றும் சமநிலை அளவு OQ ஆகும். ஆனால் கேள்வியில் கொடுக்கப்பட்டுள்ளபடி, நுகர்வோரின் வருமானம் அதிகரிக்கும் போது சாதாரண பொருட்களின் கேள்வி அதிகரிக்கிறது, இதனால் கேள்வி வளைவு வலதுபுறம் DD இலிருந்து D₁D₁ க்கு நகர்கிறது. புதிய கேள்வி வளைவு D₁D₁ உடன், ஆரம்ப விலை OP இல் கூடுதல் கேள்வி உள்ளது, ஏனெனில் விலை OP இல் கேள்வி PB மற்றும் வழங்கல் PA ஆகும்; எனவே விலை OP இல் AB அளவிற்கு கூடுதல் கேள்வி உள்ளது.",௨,விருப்பம்   a : பொய்।   விருப்பம்   b : உண்மை।   விருப்பம்   c : இவற்றில் எதுவும் இல்லை।   விருப்பம்   d : எதுவும் இல்லை।,பொய்,உண்மை,இவற்றில் எதுவும் இல்லை,எதுவும் இல்லை,tamil,,,
hindi/597.jpg,597,इस चित्र से बताइए कि नीचे दिया गया कथन सत्य है या असत्य: कथन: इस अतिरिक्त मांग के कारण उपभोक्ताओं के बीच प्रतिस्पर्धा मूल्य को बढ़ा देगी। मूल्य में वृद्धि के साथ मांग वक्र के साथ ऊपर की ओर गति   मांग में संकुचन  बिंदु B से बिंदु C तक होती है और इसी प्रकार आपूर्ति वक्र के साथ ऊपर की ओर गति   आपूर्ति में विस्तार  बिंदु A से बिंदु C तक होती है। अतः अंततः संतुलन मूल्य OP से OP₁ तक बढ़ जाता है; और संतुलन मात्रा भी OQ से OQ₁ तक बढ़ जाती है।,क,विकल्प क: सत्य       विकल्प ख: असत्य।       विकल्प ग: इनमें से कोई नहीं।       विकल्प घ: कोई नहीं।,सत्य,असत्य,इनमें से कोई नहीं,कोई नहीं,hindi,,,
bengali/597.jpg,597,"এই চিত্র থেকে বলুন নিচের উক্তিটি সত্য না মিথ্যা: উক্তি: এই অতিরিক্ত চাহিদার কারণে ভোক্তাদের মধ্যে প্রতিযোগিতা মূল্য বৃদ্ধি করবে। মূল্যের বৃদ্ধির সাথে চাহিদা বক্ররেখা বরাবর উপরের দিকে গতি   চাহিদায় সংকোচন  বিন্দু B থেকে বিন্দু C পর্যন্ত হয় এবং একইভাবে যোগান বক্ররেখা বরাবর উপরের দিকে গতি   যোগানে সম্প্রসারণ  বিন্দু A থেকে বিন্দু C পর্যন্ত হয়। সুতরাং, শেষ পর্যন্ত, সাম্য মূল্য OP থেকে OP₁ পর্যন্ত বৃদ্ধি পায়; এবং সাম্য পরিমাণও OQ থেকে OQ₁ পর্যন্ত বৃদ্ধি পায়।",ক,বিকল্প ক: সত্য       বিকল্প খ: মিথ্যা।       বিকল্প গ: এদের মধ্যে কোনোটিই নয়।       বিকল্প ঘ: কিছুই নয়।,সত্য,মিথ্যা,এদের মধ্যে কোনোটিই নয়,কিছুই নয়,bengali,,,
marathi/597.jpg,597,या चित्रावरून खालील विधान खरे आहे की खोटे ते सांगा: विधान: या जादा मागणीमुळे ग्राहकांमध्ये स्पर्धा वाढून किंमत वाढेल. किंमतीत वाढ झाल्यामुळे मागणी वक्रावर वरच्या दिशेने हालचाल   मागणीत आकुंचन  बिंदू B पासून बिंदू C पर्यंत होते आणि त्याचप्रमाणे पुरवठा वक्रावर वरच्या दिशेने हालचाल   पुरवठ्यात विस्तार  बिंदू A पासून बिंदू C पर्यंत होते. त्यामुळे शेवटी संतुलन किंमत OP पासून OP₁ पर्यंत वाढते; आणि संतुलन प्रमाण देखील OQ पासून OQ₁ पर्यंत वाढते.,क,पर्याय क: खरे       पर्याय ख: खोटे।       पर्याय ग: यापैकी काहीही नाही।       पर्याय घ: काहीही नाही।,खरे,खोटे,यापैकी काहीही नाही,काहीही नाही,marathi,,,
gujarati/597.jpg,597,"આ ચિત્ર પરથી જણાવો કે નીચે આપેલ નિવેદન સાચું છે કે ખોટું: નિવેદન: આ વધારાની માંગને કારણે ગ્રાહકો વચ્ચેની સ્પર્ધા ભાવ વધારશે. ભાવમાં વૃદ્ધિ સાથે માંગ વક્ર પર ઉપરની દિશામાં ગતિ   માગમાં સંકોચન  બિંદુ B થી બિંદુ C સુધી થાય છે અને તે જ રીતે પુરવઠા વક્ર પર ઉપરની દિશામાં ગતિ   પુરવઠામાં વિસ્તરણ  બિંદુ A થી બિંદુ C સુધી થાય છે. તેથી અંતે, સમતોલ ભાવ OP થી OP₁ સુધી વધે છે; અને સમતોલ જથ્થો પણ OQ થી OQ₁ સુધી વધે છે.",ક,વિકલ્પ ક: સાચું       વિકલ્પ ખ: ખોટું।       વિકલ્પ ગ: આમાંથી કોઈ નહીં।       વિકલ્પ ઘ: કંઈ નહીં।,સાચું,ખોટું,આમાંથી કોઈ નહીં,કંઈ નહીં,gujarati,,,
tamil/597.jpg,597,"இந்த படத்திலிருந்து கீழே கொடுக்கப்பட்டுள்ள கூற்று உண்மையா அல்லது பொய்யா என்பதை கூறுக: கூற்று: இந்த கூடுதல் தேவையால் நுகர்வோருக்கிடையிலான போட்டி விலையை உயர்த்தும். விலை உயர்வுடன், தேவை வளைவில் மேல்நோக்கி நகர்வு   தேவையில் சுருக்கம்  புள்ளி B இலிருந்து புள்ளி C வரை ஏற்படும், அதேபோல் வழங்கல் வளைவில் மேல்நோக்கி நகர்வு   வழங்கலில் விரிவு  புள்ளி A இலிருந்து புள்ளி C வரை ஏற்படும். ஆகவே, இறுதியில், சமநிலை விலை OP இலிருந்து OP₁ வரை உயரும்; மேலும் சமநிலை அளவும் OQ இலிருந்து OQ₁ வரை உயரும்.",௧,விருப்பம் அ: உண்மை       விருப்பம் ஆ: பொய்।       விருப்பம் இ: இவற்றில் எதுவும் இல்லை।       விருப்பம் ஈ: எதுவும் இல்லை।,உண்மை,பொய்,இவற்றில் எதுவும் இல்லை,எதுவும் இல்லை,tamil,,,
hindi/598.jpg,598,"इस चित्र से बताइए कि नीचे दिया गया कथन सत्य है या असत्य: कथन: सामान्य वस्तुओं के लिए क्रेता की आय में वृद्धि होने के कारण, संतुलन मूल्य OP से OP₁ तक बढ़ जाता है। संतुलन मात्रा भी OQ से OQ₁ तक बढ़ जाती है।",ख,विकल्प   क : असत्य         विकल्प   ख : सत्य।         विकल्प   ग : इनमें से कोई नहीं।         विकल्प   घ : कोई नहीं।,असत्य,सत्य,इनमें से कोई नहीं,कोई नहीं,hindi,,,
bengali/598.jpg,598,"এই চিত্র থেকে বলুন নিচের উক্তিটি সত্য না মিথ্যা: উক্তি: স্বাভাবিক পণ্যের ক্ষেত্রে ক্রেতার আয় বৃদ্ধির ফলে, সাম্য মূল্য OP থেকে OP₁ পর্যন্ত বৃদ্ধি পায়। সাম্য পরিমাণও OQ থেকে OQ₁ পর্যন্ত বৃদ্ধি পায়।",খ,বিকল্প   ক : মিথ্যা         বিকল্প   খ : সত্য।         বিকল্প   গ : এদের মধ্যে কোনোটিই নয়।         বিকল্প   ঘ : কিছুই নয়।,মিথ্যা,সত্য,এদের মধ্যে কোনোটিই নয়,কিছুই নয়,bengali,,,
marathi/598.jpg,598,"या चित्रावरून खालील विधान खरे आहे की खोटे ते सांगा: विधान: सामान्य वस्तूंसाठी खरेदीदाराच्या उत्पन्नात वाढ झाल्यामुळे, संतुलन किंमत OP वरून OP₁ पर्यंत वाढते. संतुलन प्रमाण देखील OQ वरून OQ₁ पर्यंत वाढते.",ख,पर्याय   क : खोटे         पर्याय   ख : खरे।         पर्याय   ग : यापैकी काहीही नाही।         पर्याय   घ : काहीही नाही।,खोटे,खरे,यापैकी काहीही नाही,काहीही नाही,marathi,,,
gujarati/598.jpg,598,"આ ચિત્ર પરથી જણાવો કે નીચે આપેલ નિવેદન સાચું છે કે ખોટું: નિવેદન: સામાન્ય માલ માટે ખરીદદારેની આવકમાં વૃદ્ધિના કારણે, સમતોલ ભાવ OP થી OP₁ સુધી વધે છે. સમતોલ જથ્થો પણ OQ થી OQ₁ સુધી વધે છે.",ખ,વિકલ્પ   ક : ખોટું         વિકલ્પ   ખ : સાચું।         વિકલ્પ   ગ : આમાંથી કોઈ નહીં।         વિકલ્પ   ઘ : કંઈ નહીં।,ખોટું,સાચું,આમાંથી કોઈ નહીં,કંઈ નહીં,gujarati,,,
tamil/598.jpg,598,"இந்த படத்திலிருந்து கீழே உள்ள கூற்று உண்மையா பொய்யா என்பதை கூறுக: கூற்று: சாதாரண பொருட்களுக்கு வாங்குபவரின் வருமானம் அதிகரிப்பதால், சமநிலை விலை OP இலிருந்து OP₁ வரை உயரும். சமநிலை அளவும் OQ இலிருந்து OQ₁ வரை உயரும்.",௨,விருப்பம்   அ : பொய்         விருப்பம்   ஆ : உண்மை।         விருப்பம்   இ : இவற்றில் எதுவும் இல்லை।         விருப்பம்   ஈ : எதுவும் இல்லை।,பொய்,உண்மை,இவற்றில் எதுவும் இல்லை,எதுவும் இல்லை,tamil,,,
hindi/599.jpg,599,"इस चित्र से बताइए कि नीचे दिया गया कथन सत्य है या असत्य: कथन: सामान्य वस्तुएँ वे होती हैं जिनकी माँगी गई मात्रा आय में परिवर्तन के साथ सकारात्मक रूप से बदलती है। परीक्षा प्रश्न में दिया गया है कि यदि उपभोक्ता की आय घट जाती है और उपभोग की जाने वाली वस्तुएँ सामान्य वस्तुएँ हैं, तो संतुलन मूल्य और संतुलन मात्रा दोनों घट जाते हैं। इसे दिए गए चित्र की सहायता से दर्शाया जा सकता है।",क,विकल्प क: सत्य   विकल्प ख: असत्य।   विकल्प ग: इनमें से कोई नहीं।   विकल्प घ: कोई नहीं।,सत्य,असत्य,इनमें से कोई नहीं,कोई नहीं,hindi,,,
bengali/599.jpg,599,"এই চিত্র থেকে বলুন নিচের উক্তিটি সত্য না মিথ্যা: উক্তি: স্বাভাবিক পণ্য হল সেইসব পণ্য যাদের চাহিদার পরিমাণ আয়ের পরিবর্তনের সাথে ইতিবাচকভাবে পরিবর্তিত হয়। পরীক্ষার প্রশ্নে দেওয়া হয়েছে যে যদি ভোক্তার আয় কমে যায় এবং ভোগকৃত পণ্য স্বাভাবিক পণ্য হয়, তবে উভয় ভারসাম্যমূল্য এবং ভারসাম্য পরিমাণ কমে যাবে। এটি প্রদত্ত চিত্রের সাহায্যে দেখানো যেতে পারে।",ক,বিকল্প ক: সত্য   বিকল্প খ: মিথ্যা।   বিকল্প গ: কোনোটিই নয়।   বিকল্প ঘ: কিছুই নয়।,সত্য,মিথ্যা,কোনোটিই নয়,কিছুই নয়,bengali,,,
marathi/599.jpg,599,"या चित्रावरून खालील विधान खरे आहे की खोटे ते सांगा: विधान: सामान्य वस्तू त्या असतात ज्यांची मागणीची मात्रा उत्पन्नातील बदलासोबत सकारात्मकरीत्या बदलते. परीक्षेतील प्रश्नानुसार जर ग्राहकाचे उत्पन्न कमी झाले आणि वापरल्या जाणाऱ्या वस्तू सामान्य वस्तू असतील, तर संतुलन किंमत आणि संतुलन प्रमाण दोन्ही कमी होतात. हे दिलेल्या चित्राच्या मदतीने दाखवता येते.",क,पर्याय क: खरे   पर्याय ख: खोटे।   पर्याय ग: यापैकी काहीही नाही।   पर्याय घ: काहीही नाही।,खरे,खोटे,यापैकी काहीही नाही,काहीही नाही,marathi,,,
gujarati/599.jpg,599,"આ ચિત્ર પરથી જણાવો કે નીચે આપેલ નિવેદન સાચું છે કે ખોટું: નિવેદન: સામાન્ય માલ એ છે જેના માટે માંગની માત્રા આવકમાં ફેરફાર સાથે સકારાત્મક રીતે બદલાય છે. પરીક્ષાના પ્રશ્ન મુજબ જો ગ્રાહકની આવક ઘટે અને વપરાતા માલ સામાન્ય માલ હોય, તો સંતુલન ભાવ અને સંતુલન માત્રા બંને ઘટે છે. આ આપેલ ચિત્રની મદદથી દર્શાવી શકાય છે.",ક,વિકલ્પ ક: સાચું   વિકલ્પ ખ: ખોટું।   વિકલ્પ ગ: આમાંથી કોઈ નહીં।   વિકલ્પ ઘ: કંઈ નહીં।,સાચું,ખોટું,આમાંથી કોઈ નહીં,કંઈ નહીં,gujarati,,,
tamil/599.jpg,599,"இந்த படத்திலிருந்து கீழே கொடுக்கப்பட்டுள்ள கூற்று உண்மையா பொய்யா என்பதை கூறுக: கூற்று: சாதாரண பொருட்கள் என்பது, அவற்றின் கேள்வி அளவு வருமான மாற்றத்துடன் நேர்மறையாக மாறும் பொருட்கள் ஆகும். தேர்வு கேள்வியில் கொடுக்கப்பட்டுள்ளபடி, நுகர்வோரின் வருமானம் குறைந்தால் மற்றும் நுகர்க்கப்படும் பொருட்கள் சாதாரண பொருட்கள் என்றால், சமநிலை விலை மற்றும் சமநிலை அளவு இரண்டும் குறையும். இதை கொடுக்கப்பட்டுள்ள படத்தின் உதவியுடன் காட்ட முடியும்.",௧,விருப்பம் அ: உண்மை   விருப்பம் ஆ: பொய்।   விருப்பம் இ: இவற்றில் எதுவும் இல்லை।   விருப்பம் ஈ: எதுவும் இல்லை।,உண்மை,பொய்,இவற்றில் எதுவும் இல்லை,எதுவும் இல்லை,tamil,,,
hindi/600.jpg,600,"इस चित्र से बताइए कि नीचे दिया गया कथन सत्य है या असत्य: कथन: परीक्षा प्रश्न में दिए अनुसार जब उपभोक्ता की आय घटती है तो सामान्य वस्तुओं की मांग भी घटती है, जिससे मांग वक्र बाएँ खिसककर DD से D1D1 हो जाता है। नए मांग वक्र D1D1 के साथ प्रारंभिक मूल्य OP पर अतिरिक्त आपूर्ति होती है क्योंकि मूल्य OP पर मांग PB है और आपूर्ति PA है; अतः मूल्य OP पर AB की अतिरिक्त आपूर्ति होती है।",ख,विकल्प   a : असत्य         विकल्प   b : सत्य         विकल्प   c : इनमें से कोई नहीं         विकल्प   d : इनमें से कोई नहीं,असत्य,सत्य,इनमें से कोई नहीं,इनमें से कोई नहीं,hindi,,,
bengali/600.jpg,600,"এই চিত্র থেকে বলুন নিচের উক্তিটি সত্য না মিথ্যা: উক্তি: পরীক্ষার প্রশ্নে যেমন দেওয়া হয়েছে, যখন ভোক্তার আয় কমে যায় তখন স্বাভাবিক পণ্যের চাহিদাও কমে যায়, ফলে চাহিদা বক্ররেখা বাম দিকে সরে যায় DD থেকে D1D1-এ। নতুন চাহিদা বক্ররেখা D1D1-এর সাথে প্রাথমিক মূল্য OP-তে অতিরিক্ত জোগান থাকে কারণ মূল্য OP-তে চাহিদা PB এবং জোগান PA; তাই মূল্য OP-তে AB-এর অতিরিক্ত জোগান থাকে।",খ,বিকল্প   a : মিথ্যা         বিকল্প   b : সত্য         বিকল্প   c : কোনোটিই নয়         বিকল্প   d : কোনোটিই নয়,মিথ্যা,সত্য,কোনোটিই নয়,কোনোটিই নয়,bengali,,,
marathi/600.jpg,600,"या चित्रावरून खालील विधान खरे आहे की खोटे ते सांगा: विधान: परीक्षेतील प्रश्नानुसार जेव्हा ग्राहकाचे उत्पन्न कमी होते तेव्हा सामान्य वस्तूंची मागणी देखील कमी होते, ज्यामुळे मागणी वक्र डावीकडे सरकून DD वरून D1D1 होतो. नवीन मागणी वक्र D1D1 सह प्रारंभिक किंमत OP वर जादा पुरवठा असतो कारण किंमत OP वर मागणी PB आहे आणि पुरवठा PA आहे; त्यामुळे किंमत OP वर AB चा जादा पुरवठा असतो.",ख,पर्याय   a : खोटे         पर्याय   b : खरे         पर्याय   c : यापैकी काहीही नाही         पर्याय   d : यापैकी काहीही नाही,खोटे,खरे,यापैकी काहीही नाही,यापैकी काहीही नाही,marathi,,,
gujarati/600.jpg,600,"આ ચિત્ર પરથી જણાવો કે નીચે આપેલ નિવેદન સાચું છે કે ખોટું: નિવેદન: પરીક્ષાના પ્રશ્ન મુજબ જ્યારે ગ્રાહકની આવક ઘટે છે ત્યારે સામાન્ય માલની માંગ પણ ઘટે છે, જેના કારણે માંગ વક્ર ડાબી બાજુ ખસી જાય છે DD થી D1D1 સુધી. નવા માંગ વક્ર D1D1 સાથે પ્રારંભિક ભાવ OP પર વધારાનો પુરવઠો થાય છે કારણ કે ભાવ OP પર માંગ PB છે અને પુરવઠો PA છે; તેથી ભાવ OP પર AB નો વધારાનો પુરવઠો થાય છે.",ખ,વિકલ્પ   a : ખોટું         વિકલ્પ   b : સાચું         વિકલ્પ   c : આમાંથી કોઈ નહીં         વિકલ્પ   d : આમાંથી કોઈ નહીં,ખોટું,સાચું,આમાંથી કોઈ નહીં,આમાંથી કોઈ નહીં,gujarati,,,
tamil/600.jpg,600,"இந்த படத்திலிருந்து கீழே கொடுக்கப்பட்டுள்ள கூற்று உண்மையா பொய்யா என்பதை கூறுக: கூற்று: தேர்வு வினாவில் கொடுக்கப்பட்டுள்ளபடி, நுகர்வோரின் வருமானம் குறையும்போது சாதாரண பொருட்களின் தேவைவும் குறைகிறது, இதனால் தேவை வளைவு இடப்புறமாக நகர்ந்து DD இலிருந்து D1D1 ஆகிறது. புதிய தேவை வளைவு D1D1 உடன் ஆரம்ப விலை OP இல் அதிகப்படியான வழங்கல் உள்ளது, ஏனெனில் விலை OP இல் தேவை PB மற்றும் வழங்கல் PA; ஆகவே விலை OP இல் AB அளவுக்கு அதிகப்படியான வழங்கல் உள்ளது.",௨,விருப்பம்   a : பொய்         விருப்பம்   b : உண்மை         விருப்பம்   c : இவற்றில் எதுவும் இல்லை         விருப்பம்   d : இவற்றில் எதுவும் இல்லை,பொய்,உண்மை,இவற்றில் எதுவும் இல்லை,இவற்றில் எதுவும் இல்லை,tamil,,,
hindi/601.jpg,601,"इस चित्र से बताइए कि नीचे दिया गया कथन सत्य है या असत्य: कथन: इस अतिरिक्त आपूर्ति के कारण उत्पादकों के बीच प्रतिस्पर्धा मूल्य को कम कर देगी। मूल्य में गिरावट के कारण मांग वक्र के साथ नीचे की ओर गति   मांग में विस्तार  बिंदु B से C तक होती है और इसी प्रकार आपूर्ति वक्र के साथ नीचे की ओर गति   आपूर्ति में संकुचन  बिंदु A से C तक होती है। अंततः, संतुलन मूल्य OP से OP₁ तक गिर जाता है और संतुलन मात्रा भी OQ से OQ₁ तक गिर जाती है।",क,विकल्प क: सत्य         विकल्प ख: असत्य।         विकल्प ग: इनमें से कोई नहीं।         विकल्प घ: कोई नहीं।,सत्य,असत्य,इनमें से कोई नहीं,कोई नहीं,hindi,,,
bengali/601.jpg,601,"এই চিত্র থেকে বলুন নিচের উক্তিটি সত্য না মিথ্যা: উক্তি: এই অতিরিক্ত সরবরাহের কারণে উৎপাদকদের মধ্যে প্রতিযোগিতা মূল্য কমিয়ে দেবে। মূল্যে পতনের কারণে চাহিদা বক্ররেখা বরাবর নিচের দিকে গতি   চাহিদার সম্প্রসারণ  বিন্দু B থেকে C পর্যন্ত হয় এবং একইভাবে সরবরাহ বক্ররেখা বরাবর নিচের দিকে গতি   সরবরাহের সংকোচন  বিন্দু A থেকে C পর্যন্ত হয়। ফলে, ভারসাম্যমূল্য OP থেকে OP₁-এ নেমে যায় এবং ভারসাম্য পরিমাণও OQ থেকে OQ₁-এ নেমে যায়।",ক,বিকল্প ক: সত্য         বিকল্প খ: মিথ্যা।         বিকল্প গ: এদের মধ্যে কোনোটিই নয়।         বিকল্প ঘ: কিছুই নয়।,সত্য,মিথ্যা,এদের মধ্যে কোনোটিই নয়,কিছুই নয়,bengali,,,
marathi/601.jpg,601,"या चित्रावरून खालील विधान खरे आहे की खोटे ते सांगा: विधान: या जादा पुरवठ्यामुळे उत्पादकांमधील स्पर्धेमुळे किंमत कमी होईल. किंमत कमी झाल्यामुळे मागणी वक्रावर खाली जाणारी हालचाल   मागणीत वाढ  बिंदू B पासून C पर्यंत होते आणि त्याचप्रमाणे पुरवठा वक्रावर खाली जाणारी हालचाल   पुरवठ्यात घट  बिंदू A पासून C पर्यंत होते. त्यामुळे, संतुलन किंमत OP वरून OP₁ पर्यंत कमी होते आणि संतुलन प्रमाण देखील OQ वरून OQ₁ पर्यंत कमी होते.",क,पर्याय क: खरे         पर्याय ख: खोटे।         पर्याय ग: यापैकी काहीही नाही।         पर्याय घ: काहीही नाही।,खरे,खोटे,यापैकी काहीही नाही,काहीही नाही,marathi,,,
gujarati/601.jpg,601,"આ ચિત્ર પરથી જણાવો કે નીચે આપેલું નિવેદન સાચું છે કે ખોટું: નિવેદન: આ વધારાની સપ્લાયને કારણે ઉત્પાદકો વચ્ચેની સ્પર્ધા ભાવ ઘટાડશે. ભાવમાં ઘટાડાને કારણે માંગ વક્ર પર નીચેની દિશામાં ગતિ   માગમાં વધારો  બિંદુ B થી C સુધી થાય છે અને તે જ રીતે સપ્લાય વક્ર પર નીચેની દિશામાં ગતિ   સપ્લાયમાં ઘટાડો  બિંદુ A થી C સુધી થાય છે. અંતે, સમતોલ ભાવ OP થી OP₁ સુધી ઘટે છે અને સમતોલ જથ્થો પણ OQ થી OQ₁ સુધી ઘટે છે.",ક,વિકલ્પ ક: સાચું         વિકલ્પ ખ: ખોટું।         વિકલ્પ ગ: આમાંથી કોઈ નહીં।         વિકલ્પ ઘ: કંઈ નહીં।,સાચું,ખોટું,આમાંથી કોઈ નહીં,કંઈ નહીં,gujarati,,,
tamil/601.jpg,601,"இந்த படத்திலிருந்து கீழே கொடுக்கப்பட்டுள்ள கூற்று உண்மையா பொய்யா என்பதை கூறுக: கூற்று: இந்த அதிகப்படியான வழங்கலின் காரணமாக உற்பத்தியாளர்களுக்கிடையிலான போட்டி விலையை குறைக்கும். விலை குறைவதால் கேள்வி வளைவில் கீழ்நோக்கி நகர்வு   கேள்வியில் விரிவு  புள்ளி B இலிருந்து C வரை ஏற்படுகிறது, அதேபோல் வழங்கல் வளைவில் கீழ்நோக்கி நகர்வு   வழங்கலில் சுருக்கம்  புள்ளி A இலிருந்து C வரை ஏற்படுகிறது. எனவே, சமநிலை விலை OP இலிருந்து OP₁ வரை குறைகிறது மற்றும் சமநிலை அளவும் OQ இலிருந்து OQ₁ வரை குறைகிறது.",௧,விருப்பம் அ: உண்மை         விருப்பம் ஆ: பொய்।         விருப்பம் இ: இவற்றில் எதுவும் இல்லை।         விருப்பம் ஈ: எதுவும் இல்லை।,உண்மை,பொய்,இவற்றில் எதுவும் இல்லை,எதுவும் இல்லை,tamil,,,
hindi/602.jpg,602,"इस चित्र से बताइए कि नीचे दिया गया कथन सत्य है या असत्य: कथन: सामान्य वस्तुओं के लिए क्रेता की आय में कमी होने के कारण,   १  संतुलन मूल्य OP से OP₁ तक घटता है   २  संतुलन मात्रा भी OQ से OQ₁ तक घटती है।",ख,विकल्प   क : असत्य         विकल्प   ख : सत्य।         विकल्प   ग : इनमें से कोई नहीं।         विकल्प   घ : कोई नहीं।,असत्य,सत्य,इनमें से कोई नहीं,कोई नहीं,hindi,,,
bengali/602.jpg,602,"এই চিত্র থেকে বলুন নিচের উক্তিটি সত্য না মিথ্যা: উক্তি: স্বাভাবিক পণ্যের ক্ষেত্রে ক্রেতার আয়ে হ্রাসের কারণে,   ১  সাম্য মূল্য OP থেকে OP₁-এ নেমে যায়   ২  সাম্য পরিমাণও OQ থেকে OQ₁-এ নেমে যায়।",খ,বিকল্প   ক : মিথ্যা         বিকল্প   খ : সত্য।         বিকল্প   গ : এদের মধ্যে কোনোটিই নয়।         বিকল্প   ঘ : কিছুই নয়।,মিথ্যা,সত্য,এদের মধ্যে কোনোটিই নয়,কিছুই নয়,bengali,,,
marathi/602.jpg,602,"या चित्रावरून खालील विधान खरे आहे की खोटे ते सांगा: विधान: सामान्य वस्तूंसाठी खरेदीदाराच्या उत्पन्नात घट झाल्यामुळे,   १  संतुलन किंमत OP वरून OP₁ पर्यंत घटते   २  संतुलन प्रमाण देखील OQ वरून OQ₁ पर्यंत घटते.",ख,पर्याय   क : खोटे         पर्याय   ख : खरे।         पर्याय   ग : यापैकी काहीही नाही।         पर्याय   घ : काहीही नाही।,खोटे,खरे,यापैकी काहीही नाही,काहीही नाही,marathi,,,
gujarati/602.jpg,602,"આ ચિત્ર પરથી જણાવો કે નીચે આપેલ નિવેદન સાચું છે કે ખોટું: નિવેદન: સામાન્ય માલ માટે ખરીદદારેની આવકમાં ઘટાડાને કારણે,   ૧  સમતોલ કિંમત OP થી OP₁ સુધી ઘટે છે   ૨  સમતોલ જથ્થો પણ OQ થી OQ₁ સુધી ઘટે છે.",ખ,વિકલ્પ   ક : ખોટું         વિકલ્પ   ખ : સાચું।         વિકલ્પ   ગ : આમાંથી કોઈ નહીં।         વિકલ્પ   ઘ : કંઈ નહીં।,ખોટું,સાચું,આમાંથી કોઈ નહીં,કંઈ નહીં,gujarati,,,
tamil/602.jpg,602,"இந்த படத்திலிருந்து கீழே உள்ள கூற்று உண்மையா பொய்யா என்பதை கூறுக: கூற்று: சாதாரண பொருட்களுக்கு வாங்குபவரின் வருமானம் குறைவதால்,   ①  சமநிலை விலை OP இலிருந்து OP₁ வரை குறைகிறது   ②  சமநிலை அளவும் OQ இலிருந்து OQ₁ வரை குறைகிறது.",௨,விருப்பம்   அ : பொய்         விருப்பம்   ஆ : உண்மை।         விருப்பம்   இ : இவற்றில் எதுவும் இல்லை।         விருப்பம்   ஈ : எதுவும் இல்லை।,பொய்,உண்மை,இவற்றில் எதுவும் இல்லை,எதுவும் இல்லை,tamil,,,
hindi/603.jpg,603,"इस चित्र से बताइए कि नीचे दिया गया कथन सत्य है या असत्य: कथन: हीन वस्तुएँ   inferior goods  वे होती हैं जिनकी माँग की मात्रा आय में परिवर्तन के साथ विपरीत रूप से बदलती है। परीक्षा प्रश्न में दिया गया है कि यदि उपभोक्ता की आय बढ़ती है और उपभोग की जाने वाली वस्तु हीन वस्तु है, तो संतुलन मूल्य और संतुलन मात्रा दोनों घट जाते हैं। इसे निम्नलिखित चित्र की सहायता से दर्शाया जा सकता है।",क,,सत्य,असत्य,इनमें से कोई नहीं,कोई नहीं,hindi,,,
